school,state,county,city,lat,lon
ARTIE L HENRY MIDDLE,tx,williamson,CEDAR PARK,30.521626,-97.788545
ARTURO SALAZAR EL,tx,dallas,DALLAS,32.733333,-96.868464
ASA E LOW JR INT,tx,tarrant,MANSFIELD,32.594169,-97.130893
ASCARATE EL,tx,el paso,EL PASO,31.75346,-106.39281
ASCHER SILBERSTEIN EL,tx,dallas,DALLAS,32.767656,-96.719843
ASH,tx,hale,PLAINVIEW,34.19059,-101.700661
ASHBEL SMITH EL,tx,harris,BAYTOWN,29.732959,-94.96105
ASHERTON EL,tx,dimmit,ASHERTON,28.437966,-99.764327
ASHFORD EL,tx,harris,HOUSTON,29.746776,-95.597539
ASHLEY EL,tx,collin,FRISCO,33.170021,-96.737959
ASHWORTH EL,tx,tarrant,ARLINGTON,32.635563,-97.10501
ASKEW EL,tx,harris,HOUSTON,29.751909,-95.577046
ASPERMONT,tx,stonewall,ASPERMONT,33.138517,-100.221872
ASPERMONT EL,tx,stonewall,ASPERMONT,33.138517,-100.221872
ASSESSMENT CTR,tx,tarrant,FORT WORTH,32.76019,-97.360441
ASSETS,tx,brazoria,ALVIN,29.418172,-95.24927
ATASCOCITA,tx,harris,HUMBLE,29.979463,-95.173616
ATASCOCITA MIDDLE,tx,harris,HUMBLE,29.993153,-95.160741
ATASCOCITA SPRINGS EL,tx,harris,HUMBLE,29.965858,-95.18556
ATASCOSA CO ALTER,tx,atascosa,JOURDANTON,28.92083,-98.54694
ATASCOSA CO ALTER,tx,atascosa,JOURDANTON,28.920755,-98.546915
ATASCOSA CO ALTER,tx,atascosa,JOURDANTON,28.920538,-98.547522
ATASCOSA CO JUVENILE UNIT,tx,atascosa,POTEET,29.042237,-98.570424
ATASCOSA COUNTY JJAEP,tx,atascosa,JOURDANTON,28.92083,-98.54694
ATASCOSA COUNTY JUVENILE JUSTICE,tx,atascosa,JOURDANTON,28.920525,-98.547509
ATASCOSA JUVENILE DETENTION CTR,tx,atascosa,JOURDANTON,28.920508,-98.547542000000007
ATHENS,tx,henderson,ATHENS,32.200569,-95.845354
ATHENS EL,tx,bexar,SAN ANTONIO,29.36645,-98.550511
ATHENS MIDDLE,tx,henderson,ATHENS,32.158457,-95.838224
ATHERTON EL,tx,tarrant,ARLINGTON,32.696049,-97.075199
ATHERTON EL,tx,harris,HOUSTON,29.779819,-95.321659
ATHLOS LEADERSHIP ACADEMY,tx,bexar,SAN ANTONIO,29.371302,-98.406222
ATKINS MIDDLE,tx,lubbock,LUBBOCK,33.543373,-101.86066
ATKINSON EL,tx,harris,HOUSTON,29.60862,-95.2398
ATLANTA,tx,cass,ATLANTA,33.122117,-94.145746
ATLANTA EL,tx,cass,ATLANTA,33.11819,-94.149997
ATLANTA MIDDLE,tx,cass,ATLANTA,33.107902,-94.178463
ATLANTA PRI,tx,cass,ATLANTA,33.118817,-94.146552
ATTUCKS MIDDLE,tx,harris,HOUSTON,29.668966,-95.363625
ATWOOD MCDONALD EL,tx,tarrant,FORT WORTH,32.751914,-97.207937
AUBREY,tx,denton,AUBREY,33.297756,-96.980578
AUBREY MIDDLE,tx,denton,AUBREY,33.304463,-96.995984000000007
AUDELIA CREEK EL,tx,dallas,DALLAS,32.91966,-96.715588
AUDIE MURPHY MIDDLE,tx,coryell,FORT HOOD,31.1474,-97.835181
AUDIE MURPHY MIDDLE,tx,hidalgo,ALAMO,26.209993,-98.115697
AUDRE AND BERNARD RAPOPORT ACADE,tx,mclennan,WACO,31.582112,-97.134808
AUE EL,tx,bexar,SAN ANTONIO,29.672767,-98.646962
AUGUSTO GUERRA EL,tx,hidalgo,ALAMO,26.201606,-98.115269
AULT EL,tx,harris,CYPRESS,29.998038,-95.744474
AUSTIN,tx,travis,AUSTIN,30.274013,-97.767439
AUSTIN,tx,el paso,EL PASO,31.798529,-106.451036
AUSTIN,tx,harris,HOUSTON,29.732475,-95.332135
AUSTIN ACAD FOR EXCELL,tx,dallas,GARLAND,32.897667,-96.6161
AUSTIN ACADEMY,tx,bexar,SAN ANTONIO,29.435856,-98.49903
AUSTIN ACHIEVE PUBLIC SCHOOLS,tx,travis,AUSTIN,30.30766,-97.680491
AUSTIN CAN ACADEMY,tx,travis,AUSTIN,30.27214,-97.709121
AUSTIN DISCOVERY SCH,tx,travis,AUSTIN,30.270744,-97.633763
AUSTIN EL,tx,taylor,ABILENE,32.42045,-99.773486
AUSTIN EL,tx,montgomery,CONROE,30.33295,-95.34038
AUSTIN EL,tx,dallas,COPPELL,32.965954,-96.978157
AUSTIN EL,tx,liberty,DAYTON,30.038209,-94.887127
AUSTIN EL,tx,ellis,ENNIS,32.337911,-96.648016
AUSTIN EL,tx,san patricio,GREGORY,27.925685,-97.287295
AUSTIN EL,tx,cameron,HARLINGEN,26.20149,-97.688467
AUSTIN EL,tx,hall,MEMPHIS,34.720363999999996,-100.541644
AUSTIN EL,tx,dallas,MESQUITE,32.805975,-96.605013
AUSTIN EL,tx,gray,PAMPA,35.557133,-100.962403
AUSTIN EL,tx,reeves,PECOS,31.406874,-103.508639
AUSTIN EL,tx,tom green,SAN ANGELO,31.461409,-100.464466
AUSTIN EL,tx,parker,WEATHERFORD,32.734463,-97.783781
AUSTIN ELEM,tx,hidalgo,EDINBURG,26.302203,-98.151069
AUSTIN ISD CHILD DEVELOPMENT CEN,tx,travis,AUSTIN,30.27207,-97.756051
AUSTIN MIDDLE,tx,potter,AMARILLO,35.186275,-101.859949
AUSTIN MIDDLE,tx,galveston,GALVESTON,29.297796,-94.781825
AUSTIN MIDDLE,tx,dallas,IRVING,32.823028,-96.936557
AUSTIN MIDDLE,tx,hidalgo,SAN JUAN,26.183817,-98.148838
AUSTIN MONTESSORI MAGNET,tx,ector,ODESSA,31.851659,-102.373909
AUSTIN OAKS,tx,travis,AUSTIN,30.21163,-97.791751
AUSTIN PARKWAY EL,tx,fort bend,SUGAR LAND,29.575402,-95.583164
AUSTIN ST HOSPITAL,tx,travis,AUSTIN,30.27207,-97.756051
AUSTWELL-TIVOLI,tx,refugio,TIVOLI,28.456988,-96.891217
AUSTWELL-TIVOLI EL,tx,refugio,TIVOLI,28.457229,-96.891095000000007
AVALON SCHOOL,tx,ellis,AVALON,32.205435,-96.792308
AVERY,tx,red river,AVERY,33.552444,-94.786687
AVERY EL,tx,red river,AVERY,33.552444,-94.786687
AVERY MIDDLE,tx,red river,AVERY,33.552444,-94.786687
AVINGER SCHOOL,tx,cass,AVINGER,32.902335,-94.561989
AVONDALE EL,tx,potter,AMARILLO,35.199064,-101.893843
AW BROWN-F L A INT CAMPUS,tx,dallas,DALLAS,32.677822,-96.882147
AXTELL,tx,mclennan,AXTELL,31.653274,-96.97415
AXTELL BRUCEVILLE-EDDY LEARNING,tx,mclennan,AXTELL,31.658778,-96.973347
AXTELL EL,tx,mclennan,AXTELL,31.65895,-96.974091
AXTELL MIDDLE SCHOOL,tx,mclennan,AXTELL,31.65877,-96.973346
AXTELL/BRUCEVILLE-EDDY LEARNING,tx,mclennan,WACO,31.538877,-97.150678
AXTELL/BRUCEVILLE-EDDY LEARNING,tx,mclennan,WACO,31.538876,-97.150676
AZLE,tx,tarrant,AZLE,32.914211,-97.540027
AZLE EL,tx,tarrant,AZLE,32.89417,-97.54268
AZLE HORNET ACADEMY,tx,tarrant,AZLE,32.91323,-97.540011
AZLE J H SOUTH,tx,tarrant,AZLE,32.892255,-97.530381
AZLEWAY - BIG SANDY,tx,upshur,BIG SANDY,32.57023,-95.075701
AZLEWAY - CHAPEL HILL,tx,smith,TYLER,32.346779,-95.145486
AZLEWAY - WILLOW BEND,tx,smith,TYLER,32.346485,-95.33253
B B OWEN EL,tx,denton,THE COLONY,33.106515,-96.867017
B F TERRY,tx,fort bend,ROSENBERG,29.544394,-95.773537
B G HUDSON MIDDLE,tx,dallas,SACHSE,32.959025,-96.581342
B H HAMBLEN EL,tx,harris,CHANNELVIEW,29.794077,-95.142254
B H MACON EL,tx,dallas,DALLAS,32.722778,-96.673253
B L GARZA MIDDLE SCHOOL,tx,hidalgo,EDINBURG,26.295202,-98.204224
B L GRAY J H,tx,hidalgo,MISSION,26.162313,-98.30221
B MCDANIEL INT,tx,grayson,DENISON,33.754083,-96.581226
B T WILSON SIXTH GRADE SCHOOL,tx,kerr,KERRVILLE,30.045901,-99.13303
BACHMAN LAKE AREA EL,tx,dallas,DALLAS,32.797333,-96.786775
BACK EL,tx,dallas,ROWLETT,32.925476,-96.573299
BAGDAD EL,tx,williamson,LEANDER,30.579304,-97.879429
BAILEY EL,tx,harris,PASADENA,29.671767,-95.196831
BAILEY INGLISH,tx,fannin,BONHAM,33.58278,-96.177791
BAILEY INT,tx,lamar,PARIS,33.691702,-95.54213
BAILEY J H,tx,tarrant,ARLINGTON,32.718681,-97.14763
BAILEY M S,tx,travis,AUSTIN,30.16443,-97.872317
BAIRD,tx,callahan,BAIRD,32.398557,-99.399674
BAIRD EL,tx,callahan,BAIRD,32.398653,-99.398235
BAIRD MIDDLE,tx,callahan,BAIRD,32.398653,-99.398235
BAKER-KOONCE INT,tx,panola,CARTHAGE,32.159787,-94.343431
BAKER-RIPLEY CHARTER SCHOOL,tx,harris,HOUSTON,29.708772,-95.49684
BAKER 6TH GRADE CAMPUS,tx,harris,LA PORTE,29.664323,-95.084955
BAKER EL,tx,hemphill,CANADIAN,35.90749,-100.382909
BAKER MIDDLE,tx,nueces,CORPUS CHRISTI,27.74319,-97.39815
BALCH SPRINGS MIDDLE,tx,dallas,BALCH SPRINGS,32.72497,-96.636917
BALDWIN EL,tx,travis,AUSTIN,30.18533,-97.922011
BALL,tx,galveston,GALVESTON,29.287012,-94.811274
BALL EARLY CHILDHOOD CENTER,tx,guadalupe,SEGUIN,29.57607,-97.9719
BALLINGER,tx,runnels,BALLINGER,31.750912,-99.974986
BALLINGER EL,tx,runnels,BALLINGER,31.7466,-99.962594
BALLINGER J H,tx,runnels,BALLINGER,31.75098,-99.97496
BALMORHEA SCHOOL,tx,reeves,BALMORHEA,30.983132,-103.74618100000001
BAMMEL EL,tx,harris,HOUSTON,30.021728,-95.448171
BAMMEL MIDDLE,tx,harris,HOUSTON,30.003115,-95.444149
BANDERA,tx,bandera,BANDERA,29.733238,-99.061605
BANDERA MIDDLE,tx,bandera,BANDERA,29.726081,-99.076299
BANE EL,tx,harris,HOUSTON,29.853407,-95.527453
BANG EL,tx,harris,HOUSTON,29.902389,-95.573333
BANGS,tx,brown,BANGS,31.718323,-99.131206
BANGS MIDDLE,tx,brown,BANGS,31.718323,-99.131206
BANQUETE,tx,nueces,BANQUETE,27.808016,-97.791141
BANQUETE EL,tx,nueces,BANQUETE,27.80645,-97.79539
BANQUETE J H,tx,nueces,BANQUETE,27.805366,-97.795933
BANQUETE JJAEP,tx,nueces,CORPUS CHRISTI,27.796,-97.39892
BANUELOS EL,tx,harris,BAYTOWN,29.811349,-94.987323
BARACK OBAMA MALE LEADERSHIP ACA,tx,dallas,DALLAS,32.6918,-96.790061
BARANOFF EL,tx,travis,AUSTIN,30.15406,-97.85202
BARBARA BUSH EL,tx,dallas,GRAND PRAIRIE,32.702443,-96.996977
BARBARA CARDWELL CAREER PREPARAT,tx,dallas,IRVING,32.821821,-96.945387
BARBARA COCKRELL EL,tx,brazoria,PEARLAND,29.581547,-95.27612
BARBARA CULVER JUVENILE DETENTIO,tx,midland,MIDLAND,32.037419,-102.07698
BARBARA FASKEN EL,tx,midland,MIDLAND,32.043819,-102.173067
BARBARA FASKEN EL,tx,webb,LAREDO,27.5958,-99.519961
BARBARA JORDAN EL,tx,dallas,DALLAS,32.706298,-96.841106
BARBARA JORDAN EL,tx,ector,ODESSA,31.947811,-102.39688
BARBARA JORDAN EL,tx,fort bend,RICHMOND,29.699516,-95.694905
BARBARA JORDAN INT,tx,guadalupe,CIBOLO,29.575543,-98.25152
BARBARA M MANNS EDUCATION CENTER,tx,dallas,DALLAS,32.704258,-96.822989
BARBARA WALKER EL,tx,kaufman,HEARTLAND,32.691238,-96.452395
BARBARA YARBROUGH EL,tx,midland,MIDLAND,31.984516,-102.162789
BARBERS HILL,tx,chambers,MONT BELVIEU,29.837997,-94.851338
BARBERS HILL EL NORTH,tx,chambers,MONT BELVIEU,29.844095,-94.837704
BARBERS HILL EL SOUTH,tx,chambers,MONT BELVIEU,29.834114,-94.844898
BARBERS HILL KINDERGARTEN CENTER,tx,chambers,MONT BELVIEU,29.837776,-94.851187
BARBERS HILL MIDDLE NORTH,tx,chambers,MONT BELVIEU,29.837776,-94.851187
BARBERS HILL MIDDLE SOUTH,tx,chambers,MONT BELVIEU,29.83201,-94.847663
BARBERS HILL PRI,tx,chambers,MONT BELVIEU,29.837776,-94.851187
BARKSDALE EL,tx,collin,PLANO,33.032459,-96.839841
BARNES EL,tx,nueces,CORPUS CHRISTI,27.66876,-97.347669
BARNETT J H,tx,tarrant,ARLINGTON,32.649412,-97.07166
BARRETT PRI,tx,harris,CROSBY,29.88113,-95.04867
BARRICK EL,tx,harris,HOUSTON,29.874763,-95.37041
BARRINGTON EL,tx,travis,AUSTIN,30.361193,-97.695633
BARRINGTON PLACE EL,tx,fort bend,SUGAR LAND,29.653795,-95.607788
BARRON EL,tx,el paso,EL PASO,31.934205,-106.411957
BARRON EL,tx,collin,PLANO,33.040506,-96.690261
BARROW EL,tx,brazoria,BRAZORIA,29.050989,-95.568523
BARTLETT SCHOOLS,tx,bell,BARTLETT,30.797124,-97.421841
BARTON CREEK EL,tx,travis,AUSTIN,30.306848,-97.881012
BARTON EL,tx,dallas,IRVING,32.822737,-96.986366
BARTON HILLS EL,tx,travis,AUSTIN,30.254391,-97.783394
BARWISE LEADERSHIP ACADEMY,tx,wichita,WICHITA FALLS,33.872223,-98.533981
BASIS SAN ANTONIO MEDICAL CENTER,tx,bexar,SAN ANTONIO,29.520989,-98.589653
BASIS SAN ANTONIO NORTH CENTRAL,tx,bexar,SAN ANTONIO,29.52696,-98.490691
BASKIN EL,tx,bexar,SAN ANTONIO,29.48639,-98.561281
BASSETT MIDDLE,tx,el paso,EL PASO,31.814976,-106.463665
BASSETTI EL,tx,taylor,ABILENE,32.412456,-99.79734
BASSWOOD EL,tx,tarrant,FORT WORTH,32.870971,-97.310911
BASTIAN EL,tx,harris,HOUSTON,29.68012,-95.35242
BASTROP,tx,bastrop,BASTROP,30.117975,-97.311819
BASTROP COUNTY JUVENILE BOOT CAM,tx,bastrop,BASTROP,30.20574,-97.300971
BASTROP COUNTY JUVENILE BOOT CAM,tx,bastrop,ELGIN,30.35222,-97.377931
BASTROP COUNTY JUVENILE BOOT CAM,tx,bastrop,BASTROP,30.113146,-97.316052
BASTROP INT,tx,bastrop,BASTROP,30.112573,-97.336018
BASTROP MIDDLE,tx,bastrop,BASTROP,30.107417,-97.328812
BATESVILLE SCHOOL,tx,zavala,BATESVILLE,28.957028,-99.619476
BATY EL,tx,travis,AUSTIN,30.227016,-97.713072
BAY AREA CHARTER EL,tx,harris,EL LAGO,29.579728,-95.036308
BAY AREA CHARTER MIDDLE,tx,galveston,LEAGUE CITY,29.50521,-95.092121
BAY CITY,tx,matagorda,BAY CITY,28.980694,-95.985204
BAY CITY J H,tx,matagorda,BAY CITY,28.989954,-95.956232
BAY COLONY EL,tx,galveston,DICKINSON,29.454144,-95.09483
BAY EL,tx,harris,SEABROOK,29.565853,-95.023959
BAYLES EL,tx,dallas,DALLAS,32.800919,-96.706937
BAYLESS EL,tx,lubbock,LUBBOCK,33.540649,-101.862825
BAYLOR COLLEGE OF MEDICINE ACADE,tx,harris,HOUSTON,29.73228,-95.362951
BAYSHORE EL,tx,harris,LA PORTE,29.624032,-95.014652
BAYSIDE INT,tx,galveston,LEAGUE CITY,29.51222,-95.028553
BAYTOWN J H,tx,harris,BAYTOWN,29.778077,-95.032985
BEACON HILL EL,tx,bexar,SAN ANTONIO,29.44998,-98.51436
BEALL EL,tx,el paso,EL PASO,31.77147,-106.461276
BEAN EL,tx,lubbock,LUBBOCK,33.567661,-101.849886
BEAR BRANCH EL,tx,harris,KINGWOOD,30.057041,-95.203303
BEAR BRANCH EL,tx,montgomery,MAGNOLIA,30.220274,-95.597919
BEAR BRANCH J H,tx,montgomery,MAGNOLIA,30.202892,-95.578093
BEAR BRANCH SIXTH GRADE CAMPUS,tx,montgomery,MAGNOLIA,30.201591,-95.57824
BEAR CREEK EL,tx,tarrant,EULESS,32.871029,-97.087204
BEAR CREEK EL,tx,harris,HOUSTON,29.845763,-95.636955
BEAR CREEK INT,tx,tarrant,KELLER,32.928029,-97.235746
BEARD EL,tx,bexar,HELOTES,29.581681,-98.656531
BEASLEY EL,tx,fort bend,BEASLEY,29.493441,-95.915848
BEASLEY EL,tx,dallas,MESQUITE,32.817241,-96.611306
BEATRICE MAYES INSTITUTE CHARTER,tx,harris,HOUSTON,29.700115,-95.34572
BEATRIZ G GARZA MIDDLE,tx,hidalgo,WESLACO,26.182939,-98.001556
BEATY EARLY CHILDHOOD SCHOOL,tx,collin,PLANO,33.022456,-96.779787
BEAVER TECHNOLOGY CENTER,tx,dallas,GARLAND,32.922462,-96.678046
BEBENSEE EL,tx,tarrant,ARLINGTON,32.6492,-97.10499
BECKENDORFF J H,tx,fort bend,KATY,29.720524,-95.789366
BECKER EL,tx,travis,AUSTIN,30.250532,-97.759832
BECKHAM EL,tx,tarrant,ARLINGTON,32.640407,-97.080537
BECKVILLE JR-SR HIGH SCHOOL,tx,panola,BECKVILLE,32.245605,-94.458132
BECKVILLE SUNSET EL,tx,panola,BECKVILLE,32.23786,-94.45412
BEDFORD HEIGHTS EL,tx,tarrant,BEDFORD,32.86087,-97.150178
BEDFORD J H,tx,tarrant,BEDFORD,32.85433,-97.16412
BEDICHEK MIDDLE,tx,travis,AUSTIN,30.194664,-97.786616
BEE CAVE EL,tx,travis,AUSTIN,30.309203,-97.968308
BEECHNUT ACADEMY,tx,harris,HOUSTON,29.691188,-95.507599
BEHLAU EL,tx,bexar,SAN ANTONIO,29.408075,-98.722377
BEL AIR,tx,el paso,EL PASO,31.747426,-106.346283
BEL AIR EL,tx,henderson,ATHENS,32.182162,-95.859838
BEL AIR MIDDLE,tx,el paso,EL PASO,31.73492,-106.339366
BELAIRE EL,tx,tom green,SAN ANGELO,31.447635,-100.402903
BELL,tx,tarrant,HURST,32.8425,-97.162961
BELL'S HILL EL,tx,mclennan,WACO,31.53777,-97.139321
BELL CO J J A E P,tx,bell,KILLEEN,31.114344,-97.67525
BELL CO J J A E P,tx,bell,TEMPLE,31.102587,-97.352227
BELL CO JJAEP,tx,bell,BARTLETT,30.797124,-97.421841
BELL CO JJAEP,tx,bell,KILLEEN,31.11348,-97.676091
BELL COUNTY ALTERNATIVE SCHOOL,tx,bell,LITTLE RIVER,30.976823,-97.344739
BELL COUNTY DAEP,tx,bell,LITTLE RIVER ACADEMY,30.976831,-97.34474
BELL COUNTY DAEP,tx,bell,ROGERS,30.929214,-97.230003
BELL COUNTY DAEP,tx,bell,LITTLE RIVER,30.976207,-97.346169
BELL COUNTY JJAEP,tx,williamson,FLORENCE,30.84527,-97.793701
BELL COUNTY JJAEP,tx,bell,HOLLAND,30.88032,-97.410291
BELL COUNTY JJAEP,tx,bell,ROGERS,30.929214,-97.230003
BELL COUNTY JUV DET CTR,tx,bell,KILLEEN,31.114348,-97.675251
BELL EL,tx,harris,HOUSTON,29.643761,-95.549217
BELL EL,tx,smith,TYLER,32.330357,-95.283296000000007
BELL MANOR EL,tx,tarrant,BEDFORD,32.831368,-97.136351
BELLAIRE,tx,harris,BELLAIRE,29.692163,-95.469159
BELLAIRE EL,tx,bexar,SAN ANTONIO,29.343602,-98.501579
BELLAIRE EL,tx,tarrant,HURST,32.817889,-97.160545
BELLAIRE EL,tx,bell,KILLEEN,31.10056,-97.742168
BELLEVUE SCHOOL,tx,clay,BELLEVUE,33.630975,-98.015477
BELLFORT EARLY CHILDHOOD CENTER,tx,harris,HOUSTON,29.672876,-95.283729
BELLS,tx,grayson,BELLS,33.63319,-96.405661
BELLS EL,tx,grayson,BELLS,33.635765,-96.405451
BELLVILLE,tx,austin,BELLVILLE,29.924677,-96.251938
BELLVILLE J H,tx,austin,BELLVILLE,29.929173,-96.25205
BELMAR EL,tx,potter,AMARILLO,35.184083,-101.913537
BELT LINE EL,tx,dallas,LANCASTER,32.593003,-96.786515
BELTON,tx,bell,BELTON,31.087049,-97.47023
BELTON EARLY CHILDHOOD SCHOOL,tx,bell,BELTON,31.058827,-97.458209
BELTON NEW TECH H S AT WASKOW,tx,bell,BELTON,31.058101,-97.457678
BEN BOLT-PAL BLANCO,tx,jim wells,BEN BOLT,27.646742,-98.088217
BEN BOLT MIDDLE,tx,jim wells,BEN BOLT,27.648992,-98.080663
BEN BOWEN EARLY CHILDHOOD,tx,harris,HUFFMAN,30.023784,-95.112068
BEN MILAM EL,tx,brazos,BRYAN,30.661857,-96.382074
BEN MILAM EL,tx,milam,CAMERON,30.863902,-96.96059
BEN MILAM EL,tx,dallas,DALLAS,32.816444,-96.790471
BEN MILAM EL,tx,cameron,HARLINGEN,26.163346,-97.705094
BENAVIDES EL,tx,cameron,BROWNSVILLE,25.958291,-97.516414
BENAVIDES EL,tx,zapata,SAN YGNACIO,27.042158,-99.440019
BENAVIDES EL,tx,duval,BENAVIDES,27.593463,-98.4165
BENAVIDES HEIGHTS EL,tx,maverick,EAGLE PASS,28.69761,-100.49564
BENAVIDES SECONDARY,tx,duval,BENAVIDES,27.592515,-98.428217
BENAVIDEZ EL,tx,harris,HOUSTON,29.717086,-95.492222
BENBROOK EL,tx,tarrant,FORT WORTH,32.678261,-97.45591
BENBROOK EL,tx,harris,HOUSTON,29.826959,-95.48118
BENBROOK MIDDLE/HIGH SCHOOL,tx,tarrant,FORT WORTH,32.665297,-97.483984
BENDWOOD SCHOOL,tx,harris,HOUSTON,29.776579,-95.558789
BENEKE EL,tx,harris,HOUSTON,29.982777,-95.481355
BENFER EL,tx,harris,KLEIN,30.03447,-95.485381
BENIGNUS EL,tx,harris,KLEIN,30.0357,-95.5341
BENITO JUAREZ MIDDLE,tx,zavala,CRYSTAL CITY,28.693059,-99.820828
BENITO MARTINEZ EL,tx,hudspeth,FT HANCOCK,31.290859,-105.850717
BENITO MARTINEZ EL,tx,el paso,EL PASO,31.776327,-106.28721
BENJAMIN FRANKLIN MIDDLE,tx,dallas,DALLAS,32.886198,-96.785249
BENJAMIN SCHOOL,tx,knox,BENJAMIN,33.583494,-99.789317
BENNETT EL,tx,lubbock,WOLFFORTH,33.518952,-101.999303
BENS BRANCH EL,tx,montgomery,PORTER,30.096585,-95.254011
BENSON EL,tx,uvalde,UVALDE,29.216778,-99.793285
BERKNER,tx,dallas,RICHARDSON,32.936792,-96.693317
BERNAL MIDDLE,tx,bexar,SAN ANTONIO,29.426886,-98.772134
BERNARDA JAIME J H,tx,duval,SAN DIEGO,27.754715,-98.246526
BERNSHAUSEN EL,tx,harris,TOMBALL,30.090323,-95.585908
BERRY EL,tx,tarrant,ARLINGTON,32.731089,-97.081913
BERRY EL,tx,harris,HOUSTON,29.837264,-95.349465
BERRY MIDDLE,tx,dallas,MESQUITE,32.74106,-96.565331
BERRY MILLER J H,tx,brazoria,PEARLAND,29.547804,-95.330795
BERTA CABAZA MIDDLE,tx,cameron,SAN BENITO,26.151445,-97.658303
BERTA S PALACIOS EL,tx,hidalgo,PHARR,26.129239,-98.185848
BERTRAM EL,tx,burnet,BERTRAM,30.746425,-98.0516
BESS BRANNEN EL,tx,brazoria,LAKE JACKSON,29.061871,-95.449061
BESS CAMPBELL EL,tx,fort bend,SUGAR LAND,29.550538,-95.661536
BESS RACE EL,tx,tarrant,CROWLEY,32.571616,-97.373328
BESSIE COLEMAN MIDDLE,tx,dallas,CEDAR HILL,32.603319,-96.915764
BEST EL,tx,harris,HOUSTON,29.671884,-95.551955
BESTEIRO MIDDLE,tx,cameron,BROWNSVILLE,25.879029,-97.438878
BETA ACADEMY,tx,harris,HOUSTON,29.6678,-95.487231
BETHANY EL,tx,collin,PLANO,33.08057,-96.74292
BETHUNE ACADEMY,tx,harris,HOUSTON,29.871361,-95.448377
BETTE PEROT EL,tx,tarrant,KELLER,32.909188,-97.303999
BETTS EL,tx,hidalgo,EDINBURG,26.27041,-98.119363
BETTY HARWELL MIDDLE,tx,hidalgo,EDINBURG,26.387059,-98.089684
BETTYE MYERS MIDDLE,tx,denton,SHADY SHORES,33.162168,-97.041525
BEVERLY CHEATHAM EL,tx,collin,ALLEN,33.12268,-96.68706
BEVERLY EL,tx,collin,ALLEN,33.087103,-96.728864
BEVERLY HILLS INT,tx,harris,HOUSTON,29.606972,-95.227077
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.49245,-98.466851
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.43685,-98.472481
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.34957,-98.487261
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.55334,-98.33001
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.355554,-98.611033
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.242209,-98.47438
BEXAR CO J J A E P,tx,bexar,SAN ANTONIO,29.30872,-98.669761
BEXAR COUNTY ACADEMY,tx,bexar,SAN ANTONIO,29.468268,-98.572109
BEXAR COUNTY JUVENILE JUSTICE AC,tx,bexar,SAN ANTONIO,29.436809,-98.472769
BEXAR COUNTY JUVENILE JUSTICE AC,tx,bexar,SAN ANTONIO,29.43685,-98.472481
BEXAR COUNTY LRN CTR,tx,bexar,SAN ANTONIO,29.311557,-98.426508
BIG BEND,tx,brewster,TERLINGUA,29.3132,-103.539882
BIG COUNTRY EL,tx,bexar,SAN ANTONIO,29.405811,-98.698721
BIG SANDY,tx,upshur,BIG SANDY,32.588398,-95.111126
BIG SANDY EL,tx,upshur,BIG SANDY,32.58673,-95.111058
BIG SANDY J H,tx,upshur,BIG SANDY,32.587468,-95.111093
BIG SANDY SCHOOL,tx,polk,DALLARDSVILLE,30.628183,-94.633072
BIG SPRING,tx,howard,BIG SPRING,32.246917,-101.465992
BIG SPRING AEP,tx,howard,BIG SPRING,32.24603,-101.464401
BIG SPRING INT,tx,howard,BIG SPRING,32.236604,-101.464997
BIG SPRING J H,tx,howard,BIG SPRING,32.251836,-101.467547
BIG SPRINGS CHARTER SCHOOL,tx,real,LEAKEY,29.838038,-99.668544
BIG SPRINGS EL,tx,dallas,GARLAND,32.973896,-96.678675
BIG WELLS EL,tx,dimmit,BIG WELLS,28.571015,-99.568451
BILL BROWN EL,tx,comal,SPRING BRANCH,29.79934,-98.424621
BILL BURDEN EL,tx,williamson,LIBERTY HILL,30.66125,-97.889127
BILL CHILDRESS EL,tx,el paso,VINTON,31.944923,-106.596988
BILL J ELLIOTT EL,tx,tarrant,FORT WORTH,32.742294,-97.181706
BILL LOGUE DETENTION CENTER,tx,mclennan,WACO,31.60009,-97.120071
BILL LOGUE JUVENILE DETENTION CE,tx,mclennan,WACO,31.52729,-97.094911
BILL SYBERT SCHOOL,tx,el paso,EL PASO,31.790567,-106.292102
BILLIE NELMS CAMPUS,tx,gregg,LONGVIEW,32.52018,-94.706697
BILLIE STEVENSON EL,tx,rockwall,FATE,32.947873,-96.392588
BILLY BAINES MIDDLE,tx,fort bend,MISSOURI CITY,29.513085,-95.53405
BILLY EARL DADE MIDDLE,tx,dallas,DALLAS,32.771385,-96.770468
BINGMAN PK,tx,jefferson,BEAUMONT,30.03456,-94.087731
BIRDIE ALEXANDER EL,tx,dallas,DALLAS,32.656409,-96.847861
BIRDVILLE,tx,tarrant,NORTH RICHLAND HILLS,32.861039,-97.19123
BIRDVILLE EL,tx,tarrant,HALTOM CITY,32.806731,-97.257296
