school,county,city,lat,lon
DAVID BARKLEY/FRANCISCO RUIZ EL,bexar,SAN ANTONIO,29.41638,-98.524431
DAVID CROCKETT 5TH GRADE CENTER,dallas,GRAND PRAIRIE,32.73379,-96.990251
DAVID CROCKETT EL,bexar,SAN ANTONIO,29.433663,-98.525384
DAVID CROCKETT MIDDLE,fort bend,RICHMOND,29.681798,-95.72789
DAVID DANIELS EL ACADEMY OF SCIE,dallas,GRAND PRAIRIE,32.732545,-97.030196
DAVID E SMITH EL,tarrant,HALTOM CITY,32.818675,-97.273815
DAVID EL,montgomery,THE WOODLANDS,30.179164,-95.503518
DAVID G BURNET EL,dallas,DALLAS,32.87641,-96.868753
DAVID G SANCHEZ EL,cameron,LA FERIA,26.15264,-97.824256
DAVID K SELLARS EL,tarrant,FORT WORTH,32.66689,-97.262695
DAVID L WALKER INT,tarrant,FORT WORTH,32.62922,-97.34008
DAVID S CROCKETT EARLY CHILDHOOD,ellis,ENNIS,32.310925,-96.639039
DAVID W CARTER,dallas,DALLAS,32.64813,-96.848632
DAVID YBARRA MIDDLE,hidalgo,EDCOUCH,26.299785,-97.966731
DAVILA EL,harris,HOUSTON,29.713984,-95.284874
DAVINCI SCHOOL FOR SCIENCE AND T,el paso,EL PASO,31.858322,-106.574439
DAVIS,harris,HOUSTON,29.783725,-95.358
DAVIS EL,travis,AUSTIN,30.4187,-97.741532
DAVIS EL,denton,CARROLLTON,33.005299,-96.890495
DAVIS EL,dallas,GARLAND,32.928022,-96.675855
DAVIS EL,dallas,IRVING,32.818026,-96.999646
DAVIS EL,collin,PLANO,33.034438,-96.745817
DAVIS EL,collin,ROYSE CITY,33.044901,-96.308777
DAVIS H S ALDINE,harris,HOUSTON,29.954828,-95.430634
DAVIS INTERMEDIATE SCHOOL,collin,WYLIE,33.030052,-96.554765
DAVIS MIDDLE,bexar,SAN ANTONIO,29.423533,-98.400657
DAVIS NINTH GRADE,harris,HOUSTON,29.95399,-95.433951
DAVY CROCKETT REGIONAL JUVENILE,houston,CROCKETT,31.29574,-95.450211
DAWSON,navarro,DAWSON,31.897555,-96.710343
DAWSON DAEP,navarro,CORSICANA,32.09999,-96.467481
DAWSON EL,travis,AUSTIN,30.234204,-97.763601
DAWSON EL,nueces,CORPUS CHRISTI,27.689227,-97.40676
DAWSON EL,navarro,DAWSON,31.897555,-96.710343
DAWSON SCHOOL,dawson,WELCH,32.931403,-102.127043
DAY HEAD START,tom green,SAN ANGELO,31.492655,-100.451768
DAY NURSERY OF ABILENE,taylor,ABILENE,32.439731,-99.730354
DAYTON,liberty,DAYTON,30.064554,-94.90533
DE CHAUMES EL,harris,HOUSTON,29.860593,-95.376962
DE LA VINA ELEM,hidalgo,EDINBURG,26.294888,-98.189168
DE LEON,comanche,DE LEON,32.11548,-98.536381
DE LEON EL,comanche,DE LEON,32.102574,-98.537429
DE LEON MIDDLE,hidalgo,MCALLEN,26.246435,-98.248078
DE SANTIAGO EC/PRE-K CENTER,harris,HOUSTON,29.933627,-95.36452
DE ZAVALA EL,harris,CHANNELVIEW,29.779164,-95.115291
DE ZAVALA EL,tarrant,FORT WORTH,32.728786,-97.334609
DE ZAVALA EL,harris,BAYTOWN,29.723878,-94.955904
DE ZAVALA EL,harris,HOUSTON,29.73732,-95.289285
DE ZAVALA EL,midland,MIDLAND,32.004711,-102.065943
DE ZAVALA EL,bexar,SAN ANTONIO,29.422732,-98.524738
DE ZAVALA MIDDLE SCHOOL,harris,PASADENA,29.706117,-95.210936
DEADY MIDDLE,harris,HOUSTON,29.704351,-95.279358
DEAN AND MILDRED BENNETT EL,collin,MCKINNEY,33.186041,-96.717459
DEAN HIGHLAND EL,mclennan,WACO,31.55196,-97.174301
DEAN LEAMAN J H SCHOOL,fort bend,FULSHEAR,29.698692,-95.886146
DEAN MIDDLE,harris,HOUSTON,29.85541,-95.52845
DEANDA EL,harris,HOUSTON,29.6249,-95.279451
DEANNA DAVENPORT EL,el paso,CANUTILLO,31.959999,-106.570241
DEARING EL,travis,ROUND ROCK,30.497257,-97.593593
DEBAKEY H S FOR HEALTH PROF,harris,HOUSTON,29.709236,-95.375501
DECATUR,wise,DECATUR,33.217782,-97.579184
DECKER EL,travis,AUSITN,30.311432,-97.616666
DECKER MIDDLE,travis,AUSTIN,30.30741,-97.618131
DECKER PRAIRIE EL,montgomery,MAGNOLIA,30.128668,-95.660044
DEEP WOOD EL,williamson,ROUND ROCK,30.499967,-97.696463
DEEPWATER ELEMENTARY,harris,PASADENA,29.706933,-95.161336
DEEPWATER JR HIGH,harris,PASADENA,29.703828,-95.161224
DEER CREEK EL,tarrant,CROWLEY,32.567793,-97.351266
DEER CREEK EL,travis,CEDAR PARK,30.482616,-97.852919
DEER PARK,harris,DEER PARK,29.689186,-95.130251
DEER PARK ELEMENTARY,harris,DEER PARK,29.685597,-95.114472
DEER PARK J H,harris,DEER PARK,29.702546,-95.118226
DEERPARK MIDDLE,williamson,AUSTIN,30.452562,-97.772945000000007
DEERWOOD EL,harris,KINGWOOD,30.056443,-95.172934
DEGAN EL,denton,LEWISVILLE,33.047728,-97.039535
DEKALB,bowie,DEKALB,33.507864,-94.622786
DEKALB EL,bowie,DEKALB,33.507116,-94.623122
DEKALB MIDDLE,bowie,DEKALB,33.511353,-94.627302
DEL CASTILLO EL,cameron,BROWNSVILLE,25.903712,-97.455981
DEL NORTE HEIGHTS EL,el paso,EL PASO,31.763999,-106.368729
DEL RIO,val verde,DEL RIO,29.383494,-100.919893
DEL RIO FRESHMAN SCHOOL,val verde,DEL RIO,29.384235,-100.915807
DEL RIO MIDDLE,val verde,DEL RIO,29.375234,-100.876892
DEL VALLE,travis,DEL VALLE,30.1799,-97.612372
DEL VALLE,el paso,EL PASO,31.692468,-106.296371
DEL VALLE EL,travis,DEL VALLE,30.174696,-97.621689
DEL VALLE EL,el paso,EL PASO,31.709981,-106.302242
DEL VALLE MIDDLE,travis,DEL VALLE,30.173615,-97.623506
DEL VALLE MIDDLE,el paso,EL PASO,31.762566,-106.357339
DEL VALLE OPPORTUNITY CTR,travis,DEL VALLE,30.17599,-97.613391
DELAY MIDDLE,denton,LEWISVILLE,33.0744,-97.019221
DELCO PRI,travis,AUSTIN,30.399955,-97.645334
DELL CHILDREN'S MEDICAL CENTER,travis,AUSTIN,30.30344,-97.706531
DELL CITY SCHOOL,hudspeth,DELL CITY,31.942627,-105.200843
DELL PICKETT EL,williamson,GEORGETOWN,30.614942,-97.698063
DELLA ICENHOWER INT,tarrant,ARLINGTON,32.610876,-97.083779
DELLVIEW EL,bexar,SAN ANTONIO,29.500928,-98.544645
DELORAS E THOMPSON EL,harris,HOUSTON,29.969668,-95.464876
DELTA ACADEMY,el paso,EL PASO,31.758918,-106.410441
DENA KELSO GRAVES EL,maverick,EAGLE PASS,28.71567,-100.486311
DENISON,grayson,DENISON,33.792047,-96.547438
DENTON,denton,DENTON,33.224883,-97.145326
DENTON CO J J A E P,denton,DENTON,33.212063,-97.112556
DENTON CO J J A E P,denton,AUBREY,33.305952,-96.980866
DENTON CO J J A E P,denton,LITTLE ELM,33.151269,-96.942626
DENTON CO J J A E P,denton,JUSTIN,33.212063,-97.112556
DENTON CO J J A E P,denton,PILOT POINT,33.387816,-96.954375
DENTON COUNTY JJAEP,denton,DENTON,33.212063,-97.112556
DENTON COUNTY JJAEP CFB CAMPUS,denton,DENTON,33.212063,-97.112556
DENTON CREEK,denton,ROANOKE,33.035385,-97.194819
DENTON CREEK EL,dallas,COPPELL,32.983822,-96.988962
DENVER CITY,yoakum,DENVER CITY,32.970936,-102.837045
DENVER CTR,wichita,WICHITA FALLS,33.909001,-98.50755
DEPELCHIN-RICHMOND,fort bend,RICHMOND,29.577777,-95.762412
DEPORT EL,lamar,DEPORT,33.525585,-95.317928
DEQUEEN EL,jefferson,PORT ARTHUR,29.890405,-93.923145
DERETCHIN EL,montgomery,THE WOODLANDS,30.198915,-95.57979
DERRY EL,cameron,PORT ISABEL,26.077854,-97.225176
DESERT HILLS EL,el paso,EL PASO,31.690275,-106.189623
DESERT VIEW MIDDLE,el paso,EL PASO,31.755169,-106.305491
DESERT WIND EL,el paso,EL PASO,31.648637,-106.226763
DESERTAIRE EL,el paso,EL PASO,31.925122000000002,-106.389598
DESOTO ALTERNATIVE EDUCATION CEN,dallas,DESOTO,32.589654,-96.855473
DESOTO EAST MIDDLE (ISTEAM),dallas,DESOTO,32.590744,-96.844607
DESOTO H S & ISTEAM3D,dallas,DESOTO,32.581282,-96.869342
DESOTO WEST MIDDLE (ISTEAM),dallas,DESOTO,32.602179,-96.873006
DESSAU EL,travis,AUSTIN,30.401839,-97.643645
DESSAU MIDDLE,travis,AUSTIN,30.39868,-97.643312
DETENT CTR,tarrant,FORT WORTH,32.79638,-97.306662
DETROIT,red river,DETROIT,33.669816,-95.269303
DETROIT EL,red river,DETROIT,33.634,-95.1924
DETROIT J H,red river,DETROIT,33.669816,-95.269303
DEVELOPMENTAL CTR,limestone,MEXIA,31.685564,-96.474117
DEVERS AEP,liberty,DEVERS,30.026111,-94.590544
DEVERS EL,liberty,DEVERS,30.026111,-94.590544
DEVERS JH,liberty,DEVERS,30.026111,-94.590544
DEVINE,medina,DEVINE,29.148465,-98.91938
DEVINE DAEP SCHOOL,medina,DEVINE,29.139811,-98.907481
DEVINE INTERMEDIATE SCHOOL,medina,DEVINE,29.147596,-98.913472
DEVINE MIDDLE,medina,DEVINE,29.145825,-98.919541
DEVONIAN EL,andrews,ANDREWS,32.328218,-102.56361
DEW EL,freestone,DEW,31.595231,-96.143593
DEWALT ALTERNATIVE SCHOOL,harris,LA PORTE,29.66941,-95.021592
DEWEYVILLE,newton,ORANGE,30.268356,-93.788022
DEWEYVILLE EL,newton,DEWEYVILLE,30.294393,-93.747061
DEWITT-LAVACA SPECIAL ED CO-OP,lavaca,YOAKUM,29.28968,-97.142381
DEZAVALA EL,hays,SAN MARCOS,29.858136,-97.933639
DIAMOND HILL-JARVIS,tarrant,FORT WORTH,32.809204,-97.336918
DIAMOND HILL EL,tarrant,FORT WORTH,32.798219,-97.33052
DIANE WINBORN EL,harris,KATY,29.79834,-95.76443
DIAZ-VILLARREAL EL,hidalgo,MISSION,26.281612,-98.354643
DIAZ J H,hidalgo,HIDALGO,26.097195,-98.24891
DIBOLL,angelina,DIBOLL,31.192639,-94.768227
DIBOLL J H,angelina,DIBOLL,31.18307,-94.78201
DIBOLL PRI,angelina,DIBOLL,31.183219,-94.782706
DICKINSON,galveston,DICKINSON,29.468042,-95.03097
DICKINSON CONTINUATION CENTER,galveston,DICKINSON,29.46242,-95.072291
DILLEY,frio,DILLEY,28.675717,-99.172527
DILLEY EL,frio,DILLEY,28.673463,-99.174055
DILLINGHAM INT,grayson,SHERMAN,33.674598,-96.597346
DILLMAN EL,bailey,MULESHOE,34.226205,-102.728625
DIME BOX SCHOOL,lee,DIME BOX,30.356827,-96.826983
DIMMITT,castro,DIMMITT,34.54398,-102.33258
DIMMITT MIDDLE,castro,DIMMITT,34.544584,-102.332729
DISCIPLINARY ALTERNATIVE EDUCATI,chambers,ANAHUAC,29.770692,-94.676059
DISCIPLINARY ALTERNATIVE EDUCATI,brazos,BRYAN,30.652304,-96.347324
DISCIPLINARY ALTERNATIVE EDUCATI,liberty,CLEVELAND,30.356581,-95.081267
DISCIPLINE ALTERNATIVE EDUCATION,comal,NEW BRAUNFELS,29.69594,-98.131709
DISCIPLINE ALTERNATIVE EDUCATION,harris,HOUSTON,29.79782,-95.511271
DISHMAN EL,jefferson,BEAUMONT,30.04135,-94.178637
DISHMAN EL,cameron,COMBES,26.252178,-97.731377
DISTRICT REASSIGNMENT & OPPORTUN,atascosa,CHARLOTTE,28.851771,-98.707857
DISTRICT WIDE EL,tarrant,FORT WORTH,32.759753,-97.360487
DITTO EL,tarrant,ARLINGTON,32.696512,-97.192188
DIVIDE EL,kerr,MOUNTAIN HOME,30.11786,-99.618281
DIXIE EL,smith,TYLER,32.351549,-95.363287
DOBIE,harris,HOUSTON,29.594985,-95.245842
DOBIE J H,guadalupe,CIBOLO,29.568794,-98.250915
DOBIE MIDDLE,travis,AUSTIN,30.35418,-97.680109
DOBIE PK CENTER,travis,AUSTIN,30.35454,-97.679371
DOBIE PRI,dallas,DALLAS,32.934259,-96.764005
DODD CITY SCHOOL,fannin,DODD CITY,33.578119,-96.074413
DODD EL,collin,WYLIE,33.032024,-96.565746
DODSON PRI,yoakum,DENVER CITY,32.968714,-102.823614
DOERRE INT,harris,KLEIN,30.030425,-95.549955
DOGAN EL,harris,HOUSTON,29.785232,-95.328313
DOGAN MIDDLE,smith,TYLER,32.37612,-95.30562
DOLORES HUERTA EL,tarrant,FORT WORTH,32.803223,-97.372138
DOLORES MCCLATCHEY EL,ellis,OVILLA,32.517365,-96.910265
DOLPHIN TERRACE EL,el paso,EL PASO,31.891239,-106.40325
DOMINGO TREVINO MIDDLE,hidalgo,ALTON,26.287939,-98.337972
DON JETER EL,brazoria,ROSHARON,29.512733,-95.414936
DON JOSE GALLEGO,webb,LAREDO,27.517254,-99.4916
DON R DANIEL NINTH GRADE CAMPUS,parker,ALEDO,32.711091,-97.615677
DON T DURHAM INT,tarrant,SOUTHLAKE,32.951241,-97.15828
DON WHITT EL,collin,SACHSE,32.99058,-96.587268
DONALD EL,denton,FLOWER MOUND,33.019842,-97.065667
DONNA,hidalgo,DONNA,26.171971,-98.036422
DONNA ALTERNATIVE EDUCATION PROG,hidalgo,DONNA,26.164354,-98.043725
DONNA LEWIS EL,harris,HOUSTON,29.965844,-95.475303
DONNA NORTH,hidalgo,DONNA,26.22717,-98.078801
DONNA PARK,tarrant,HURST,32.83022,-97.18952
DONNA SHEPARD INT,tarrant,MANSFIELD,32.591031,-97.164679
DONNA WERNECKE EL,hidalgo,MCALLEN,26.25984,-98.263021
DOOLEY EL,collin,PLANO,33.033998,-96.657734
DORA M SAUCEDA MIDDLE,hidalgo,DONNA,26.181441,-98.073526
DORA ROMERO EL,cameron,LOS FRESNOS,26.072345,-97.484261
DORIE MILLER EL,bexar,SAN ANTONIO,29.411821,-98.438426
DORIE MILLER INT,ellis,ENNIS,32.309313,-96.643337
DORIS CULLINS-LAKE POINTE EL,rockwall,ROWLETT,32.912195,-96.510513
DOROTHY P ADKINS EL,denton,LANTANA,33.07661,-97.111474
DOROTHY SMITH PULLEN EL,rockwall,ROCKWALL,32.866942,-96.445532
DOROTHY THOMPSON MIDDLE,hidalgo,PROGRESO,26.095049,-97.957832
DORRIS A JONES EL,rockwall,ROCKWALL,32.904184,-96.429112
DOSS EL,travis,AUSTIN,30.356367,-97.762553
DOSS EL,gillespie,DOSS,30.444643,-99.129409
DOUBLE FILE TRAIL EL,williamson,ROUND ROCK,30.53447,-97.649172
DOUGLAS BENOLD MIDDLE,williamson,GEORGETOWN,30.672768,-97.688718
DOUGLAS EL,smith,TYLER,32.365873,-95.293258
DOUGLAS INT,hopkins,SULPHUR SPRINGS,33.13358,-95.586676
DOUGLASS EL,el paso,EL PASO,31.76677,-106.465459
DOUGLASS EL,bexar,SAN ANTONIO,29.412717,-98.473824
DOUGLASS SCHOOL,nacogdoches,DOUGLASS,31.665827,-94.882439
DOVALINA EL,webb,LAREDO,27.514802,-99.521703
DOVE EL,tarrant,GRAPEVINE,32.95556,-97.09609
DOVER EL,dallas,RICHARDSON,32.94448,-96.759211
DOWELL EL,el paso,EL PASO,31.896831,-106.418601
DOWELL MIDDLE,collin,MCKINNEY,33.196628,-96.695767
DOWLING EL,ector,ODESSA,31.865766,-102.360342
DOWLING EL,jefferson,PORT ARTHUR,29.902675,-94.038199
DOWLING MIDDLE,harris,HOUSTON,29.621157,-95.452801
DOWNS EL,cameron,SAN BENITO,26.139523,-97.620479
DOZIER EL,tarrant,FORT WORTH,32.856236,-97.421396
DR ABRAHAM P CANO FRESHMAN ACADE,cameron,HARLINGEN,26.205569,-97.714109
DR AL DRAPER INTERMED,collin,WYLIE,33.002205,-96.577063
DR ALEJO SALINAS JR EL,hidalgo,HIDALGO,26.109948,-98.256425
DR AMERICO PAREDES EL,hidalgo,MISSION,26.279334,-98.365371
DR BRUCE WOOD EL,kaufman,TERRELL,32.756207,-96.285632
DR BRYAN C JACK EL,smith,TYLER,32.251226,-95.338578
DR CHERYL CORBETT SALYARDS,harris,CYPRESS,30.00505,-95.757461
DR DAVID C WALKER EL,bexar,SAN ANTONIO,29.489878,-98.396477
DR DAVID M COPELAND EL,bexar,SAN ANTONIO,29.519258,-98.393523
DR DEBBIE EMERY EL,harris,KATY,29.85368,-95.712773
DR E T BOON EL,collin,ALLEN,33.11301,-96.692707
DR FERMIN CALDERON EL,val verde,DEL RIO,29.370866,-100.879473
DR HARMON W KELLEY EL,bexar,SAN ANTONIO,29.503982,-98.494375
DR HESIQUIO RODRIGUEZ EL,cameron,HARLINGEN,26.212361,-97.768199
DR JACK COCKRILL MIDDLE,collin,MCKINNEY,33.210807,-96.664428
DR JAMES L BURCH INT,bexar,SAN ANTONIO,29.506242,-98.507222
DR JAVIER SAENZ MIDDLE,hidalgo,PENITAS,26.335311,-98.446802
DR JOSEPH A FOWLER EL,bell,KILLEEN,31.073666,-97.813412
DR KAY TEER CRAWFORD EL,hidalgo,EDINBURG,26.353741,-98.119295
DR LEO CIGARROA,webb,LAREDO,27.474105,-99.469917
DR LINDA HENRIE EL,dallas,DALLAS,32.699038,-96.574703
DR LONNIE GREEN JR EL,val verde,DEL RIO,29.387144,-100.925243
DR LORENZO G LAFARELLE JJAEP,el paso,EL PASO,31.858936,-106.437633
DR LORENZO G LAFARELLE MIDDLE,el paso,EL PASO,31.855249,-106.417016
DR LYNN ARMSTRONG EL,fort bend,MISSOURI CITY,29.59661,-95.560881
DR M L GARZA-GONZALEZ CHARTER SC,nueces,CORPUS CHRISTI,27.757901,-97.432938
DR MAE E JONES-CLARK EL,jefferson,BEAUMONT,30.11376,-94.123401
DR MALAKOFF EL,webb,LAREDO,27.604286,-99.465308
DR MARIA PALMIRA MENDIOLA EL,hidalgo,MISSION,26.298875,-98.387927
DR MARIO E RAMIREZ EL,starr,RIO GRANDE CITY,26.337126,-98.77602
DR PABLO PEREZ,hidalgo,MCALLEN,26.270355,-98.223232
DR PAUL S SAENZ J H,bexar,SAN ANTONIO,29.488271,-98.513875
DR R E MARGO EL,hidalgo,WESLACO,26.141907,-97.981477
DR SHIRLEY J WILLIAMSON EL,harris,HOUSTON,29.821285,-95.177057
DR SUE A SHOOK SCHOOL,el paso,EL PASO,31.710274,-106.211806
DR T C MCCORMICK JR MIDDLE,hays,BUDA,30.052093,-97.828669
DR THOMAS ESPARZA EL,hidalgo,EDINBURG,26.271876,-98.119373
DR TOMAS RIVERA EL,zavala,CRYSTAL CITY,28.694058,-99.822972
DR WILLIAM LONG EL,hidalgo,PHARR,26.225963,-98.169298
DR WRIGHT L LASSITER JR EARLY CO,dallas,DALLAS,32.78023,-96.806071
DRANE INT,navarro,CORSICANA,32.089596,-96.471679
DRAW ACADEMY,harris,HOUSTON,29.724545,-95.506662
DRAW ACADEMY EARLY LEARNING CENT,harris,HOUSTON,29.72517,-95.505541
DRAW ACADEMY UPPER EL,harris,HOUSTON,29.72438,-95.505561
DRC CAMPUS,dallas,DALLAS,32.76849,-96.869841
DREW ACADEMY,harris,HOUSTON,29.864625,-95.440317
DREW INT,harris,CROSBY,29.867007,-95.063899
DRIGGERS EL,bexar,SAN ANTONIO,29.48848,-98.625139
DRIPPING SPRINGS,hays,DRIPPING SPRINGS,30.19823,-98.100971
DRIPPING SPRINGS EL,hays,DRIPPING SPRINGS,30.21586,-98.082261
DRIPPING SPRINGS MIDDLE,hays,DRIPPING SPRINGS,30.20135,-98.116071
DRISCOLL EL & MIDDLE,nueces,DRISCOLL,27.67139,-97.75329
DRISCOLL MIDDLE,nueces,CORPUS CHRISTI,27.79119,-97.432044
DRISCOLL MIDDLE,bexar,SAN ANTONIO,29.596503,-98.431563
DRS REED - MOCK EL,hidalgo,SAN JUAN,26.222376,-98.144738
DUBLIN,erath,DUBLIN,32.088,-98.321911
DUBLIN EL,erath,DUBLIN,32.093249,-98.333573
DUBLIN INT,erath,DUBLIN,32.091079,-98.335022
DUBOSE INT,jim wells,ALICE,27.760084,-98.067823
DUDLEY EL GT MAGNET SCHOOL,victoria,VICTORIA,28.781461,-96.977466
DUEITT MIDDLE,harris,SPRING,30.045816,-95.353865
DUFF EL,tarrant,ARLINGTON,32.722712,-97.157847
DULLES,fort bend,SUGAR LAND,29.619752,-95.584542
DULLES EL,fort bend,SUGAR LAND,29.616964,-95.584225
DULLES MIDDLE,fort bend,SUGAR LAND,29.622853,-95.584579
DUMAS,moore,DUMAS,35.863213,-101.977726
DUMAS INT,moore,DUMAS,35.863995,-101.953456
DUMAS J H,moore,DUMAS,35.861587,-101.96511
DUNAWAY EL,ellis,WAXAHACHIE,32.372154,-96.856005
DUNBAR,tarrant,FORT WORTH,32.719218,-97.231946
DUNBAR COLLEGE PREPARATORY ACADE,lubbock,LUBBOCK,33.5708,-101.814
DUNBAR MIDDLE,galveston,DICKINSON,29.477108,-95.063111
DUNBAR PRI,angelina,LUFKIN,31.360058,-94.724879
DUNCAN EL,coryell,FORT HOOD,31.140296,-97.824088
DUNCANVILLE,dallas,DUNCANVILLE,32.661318,-96.92954
DUNN EL,harris,HOUSTON,30.002946,-95.394248
DUNN EL,tarrant,ARLINGTON,32.708404,-97.176677
DUPRE EL,lubbock,LUBBOCK,33.576396,-101.860251
DURHAM EL,harris,HOUSTON,29.835734,-95.417286
DURKEE EL,harris,HOUSTON,29.866454,-95.392588
DURYEA EL,harris,KATY,29.874523,-95.720962
DWIGHT D EISENHOWER EL,dallas,GRAND PRAIRIE,32.769381,-97.022422
DWIGHT MIDDLE,bexar,SAN ANTONIO,29.368133,-98.551002
DYER EL,denton,KRUM,33.263987,-97.239541
DYESS EL,taylor,ABILENE,32.415936,-99.814142
E-10 NW EL,el paso,EL PASO,31.792623,-106.398624
E-11 CENTRAL NW EL,el paso,EL PASO,31.79508,-106.397571
E-14 MODULAR WESTSIDE EL,el paso,EL PASO,31.79508,-106.397571
E-17 NE EL SANDSTONE RANCH,el paso,EL PASO,31.79508,-106.397571
E-2 CENTRAL NE EL DON'T USE,el paso,EL PASO,31.79508,-106.397571
E-SCHOOL,collin,PLANO,33.019226,-96.745713
E A JONES EL,fort bend,MISSOURI CITY,29.61504,-95.540771
E A LAWHON EL,brazoria,PEARLAND,29.587398,-95.320268
E B COMSTOCK MIDDLE,dallas,DALLAS,32.721791,-96.701507
E B REYNA EL,hidalgo,MISSION,26.2343,-98.362993
E C BRICE EL,titus,MOUNT PLEASANT,33.138069,-94.963099
E C MASON EL,brazoria,MANVEL,29.471781,-95.350493
E H GILBERT EL,bexar,SAN ANTONIO,29.370107,-98.485743
E J MOSS INT,smith,LINDALE,32.508335,-95.403802
E MERLE SMITH MIDDLE,san patricio,SINTON,28.027621,-97.517566
E RAY EL,tarrant,FORT WORTH,32.640021,-97.324113
E RUDD INT,matagorda,VAN VLECK,29.015802,-95.889529
E T WRENN MIDDLE,bexar,SAN ANTONIO,29.423395,-98.588365
E VERA EL,starr,ROMA,26.44313,-99.026303
EAGLE EL,culberson,VAN HORN,31.047346,-104.836374
EAGLE HEIGHTS EL,tarrant,FORT WORTH,32.85589,-97.50723
EAGLE LAKE INT,colorado,EAGLE LAKE,29.586614,-96.343183
EAGLE LAKE PRI,colorado,EAGLE LAKE,29.586126,-96.343338
EAGLE MOUNTAIN EL,tarrant,FORT WORTH,32.902582,-97.460498
EAGLE PASS HIGH SCHOOL,maverick,EAGLE PASS,28.720263,-100.485788
EAGLE PASS J H,maverick,EAGLE PASS,28.73208,-100.484321
EAGLE RIDGE EL,tarrant,KELLER,32.91712,-97.28666
EAGLE SPRINGS EL,harris,HUMBLE,29.977922,-95.185363
EANES EL,travis,AUSTIN,30.283164,-97.811418
EARL & LOTTIE WOLFORD EL,collin,MCKINNEY,33.17892,-96.70983
EARLY,brown,EARLY,31.746482,-98.931272
EARLY CHILDHOOD CENTER,harris,CHANNELVIEW,29.792442,-95.124621
EARLY CHILDHOOD CENTER,harris,PASADENA,29.705769,-95.161824
EARLY CHILDHOOD CENTER,maverick,EAGLE PASS,28.714418,-100.486045
EARLY CHILDHOOD CENTER,nueces,CORPUS CHRISTI,27.64471,-97.293797
EARLY CHILDHOOD CENTER,kerr,KERRVILLE,30.04688,-99.130991
EARLY CHILDHOOD CENTER,smith,LINDALE,32.516111,-95.415237
EARLY CHILDHOOD CTR,houston,CROCKETT,31.303608,-95.468681
EARLY CHILDHOOD DEVELOPMENT CTR,nueces,CORPUS CHRISTI,27.715698,-97.325629
EARLY CHILDHOOD LEARNING CENTER,galveston,LA MARQUE,29.3778,-94.980331
EARLY CHILDHOOD LRN CTR,hopkins,SULPHUR SPRINGS,33.137847,-95.62792
EARLY CHILDHOOD SCHOOL,collin,FRISCO,33.149781,-96.790351
EARLY COLLEGE,dallas,DALLAS,32.928262,-96.850211
EARLY COLLEGE,cameron,HARLINGEN,26.217897,-97.66909
EARLY COLLEGE,webb,LAREDO,27.573429,-99.435233
EARLY COLLEGE ACADEMY AT SOUTHRI,harris,HOUSTON,30.004053,-95.446232
EARLY COLLEGE H S AT MIDLAND COL,midland,MIDLAND,32.03198,-102.108991
EARLY COLLEGE LEADERSHIP ACADEMY,bexar,SOMERSET,29.229007,-98.654306
EARLY EDUCATION SERVICES,taylor,ABILENE,32.44482,-99.75996
EARLY EL,brown,EARLY,31.743961,-98.927885
EARLY LEARNING WING,harris,HUMBLE,29.995942,-95.194432
EARLY MIDDLE,brown,EARLY,31.743198,-98.929416
EARLY PRI,brown,EARLY,31.74208,-98.943101
EARNEST O WOODS INT,van zandt,WILLS POINT,32.705785,-96.021671
EARNESTEEN MILSTEAD MIDDLE,harris,HOUSTON,29.642962,-95.220861
EAST BERNARD,wharton,EAST BERNARD,29.526093,-96.066608
EAST BERNARD EL,wharton,EAST BERNARD,29.526168,-96.066857
EAST BERNARD J H,wharton,EAST BERNARD,29.526105,-96.066382
EAST CENTRAL,bexar,SAN ANTONIO,29.352501,-98.295378
EAST CENTRAL CHOICE PROGAM,wilson,FLORESVILLE,29.15796,-98.173471
EAST CENTRAL DEV CTR,bexar,SAN ANTONIO,29.297704,-98.384671
EAST CENTRAL HERITAGE MIDDLE,bexar,SAN ANTONIO,29.355507,-98.333976
EAST CHAMBERS,chambers,WINNIE,29.80538,-94.380744000000007
EAST CHAMBERS ELEMENTARY,chambers,WINNIE,29.800842,-94.379803
EAST CHAMBERS INTERMEDIATE,chambers,WINNIE,29.80436,-94.383054
EAST CHAMBERS J H,chambers,WINNIE,29.805261,-94.383775
EAST CLIFF EL,san patricio,PORTLAND,27.878654,-97.312599
EAST EARLY COLLEGE,harris,HOUSTON,29.74831,-95.337271
EAST EL,stephens,BRECKENRIDGE,32.756599,-98.885974
EAST EL,brown,BROWNWOOD,31.696053,-98.964799
EAST EL,hidalgo,PROGRESO,26.090039,-97.95847
EAST FORT WORTH MONTESSORI ACADE,tarrant,FORT WORTH,32.76614,-97.257131
EAST GRAND PREPARATORY ACADEMY,dallas,DALLAS,32.7985,-96.742591
EAST HANDLEY EL,tarrant,FORT WORTH,32.741479,-97.206926
EAST MONTANA MIDDLE,el paso,EL PASO,31.796408,-106.163969
EAST POINT EL,el paso,EL PASO,31.776731,-106.343614
EAST RIDGE EL,nolan,SWEETWATER,32.481172,-100.390237
EAST SIDE EL,cherokee,JACKSONVILLE,31.960056,-95.261761
EAST SIDE INT,matagorda,PALACIOS,28.706943,-96.212429
EAST TERRELL HILLS EL,bexar,SAN ANTONIO,29.489925,-98.406195
EAST VIEW,williamson,GEORGETOWN,30.64247,-97.618111
